Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=15, tm_min=54, tm_sec=16, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 13] Permission denied: 'C:\\misars\\ai_py\\062\\output_folder\\2024-05-11 H15_M54_S14_NONE.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=24, tm_sec=20, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 13] Permission denied: 'C:\\misars\\ai_py\\062\\output_folder\\2024-05-11 H16_M24_S18_NONE.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=24, tm_sec=21, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042251.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=24, tm_sec=26, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042253.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=24, tm_sec=30, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 13] Permission denied: 'C:\\misars\\ai_py\\062\\output_folder\\2024-05-11 H16_M24_S26_NONE.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=24, tm_sec=35, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042256.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=24, tm_sec=36, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042257.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=24, tm_sec=37, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042258.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=24, tm_sec=42, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 13] Permission denied: 'C:\\misars\\ai_py\\062\\output_folder\\2024-05-11 H16_M24_S37_NONE.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=24, tm_sec=43, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042300.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=24, tm_sec=43, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042301.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=24, tm_sec=44, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042302.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=24, tm_sec=45, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042303.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=24, tm_sec=46, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042304.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=24, tm_sec=50, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 13] Permission denied: 'C:\\misars\\ai_py\\062\\output_folder\\2024-05-11 H16_M24_S46_NONE.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=24, tm_sec=51, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042306.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=24, tm_sec=52, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042307.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=24, tm_sec=53, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042308.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=25, tm_sec=3, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042311.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=25, tm_sec=4, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042312.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=25, tm_sec=10, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042314.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=25, tm_sec=11, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042315.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=25, tm_sec=12, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042316.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=23, tm_sec=56, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042237.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=24, tm_sec=2, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042239.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=24, tm_sec=3, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042240.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=24, tm_sec=4, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042241.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=24, tm_sec=5, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042242.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=24, tm_sec=10, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 13] Permission denied: 'C:\\misars\\ai_py\\062\\output_folder\\2024-05-11 H16_M24_S05_NONE.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=24, tm_sec=11, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042245.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=24, tm_sec=12, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042246.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=24, tm_sec=13, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042247.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=24, tm_sec=18, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 13] Permission denied: 'C:\\misars\\ai_py\\062\\output_folder\\2024-05-11 H16_M24_S13_NONE.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=24, tm_sec=19, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042249.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=24, tm_sec=19, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042250.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=24, tm_sec=24, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 13] Permission denied: 'C:\\misars\\ai_py\\062\\output_folder\\2024-05-11 H16_M24_S19_NONE.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=24, tm_sec=29, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 13] Permission denied: 'C:\\misars\\ai_py\\062\\output_folder\\2024-05-11 H16_M24_S24_NONE.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=24, tm_sec=34, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 13] Permission denied: 'C:\\misars\\ai_py\\062\\output_folder\\2024-05-11 H16_M24_S29_NONE.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=24, tm_sec=35, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042256.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=24, tm_sec=36, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042257.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=24, tm_sec=37, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042258.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=24, tm_sec=42, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 13] Permission denied: 'C:\\misars\\ai_py\\062\\output_folder\\2024-05-11 H16_M24_S37_NONE.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=24, tm_sec=42, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042300.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=24, tm_sec=43, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042301.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=24, tm_sec=44, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042302.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=24, tm_sec=48, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042304.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=24, tm_sec=49, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042305.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=24, tm_sec=51, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042306.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=24, tm_sec=54, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042308.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=25, tm_sec=0, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042310.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=25, tm_sec=4, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042312.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=25, tm_sec=5, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042313.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=25, tm_sec=9, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 13] Permission denied: 'C:\\misars\\ai_py\\062\\output_folder\\2024-05-11 H16_M25_S05_NONE.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=25, tm_sec=10, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042315.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=25, tm_sec=11, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042316.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=25, tm_sec=12, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042317.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=25, tm_sec=13, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042318.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=25, tm_sec=14, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042319.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=24, tm_sec=2, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042239.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=24, tm_sec=6, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042242.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=24, tm_sec=11, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042245.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=24, tm_sec=12, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042246.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=24, tm_sec=13, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042247.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=24, tm_sec=18, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 13] Permission denied: 'C:\\misars\\ai_py\\062\\output_folder\\2024-05-11 H16_M24_S13_NONE.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=24, tm_sec=19, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042249.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=24, tm_sec=19, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042250.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=24, tm_sec=25, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042252.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=24, tm_sec=26, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042253.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=24, tm_sec=30, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 13] Permission denied: 'C:\\misars\\ai_py\\062\\output_folder\\2024-05-11 H16_M24_S26_NONE.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=24, tm_sec=35, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042256.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=24, tm_sec=36, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042257.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=24, tm_sec=37, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042258.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=24, tm_sec=42, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 13] Permission denied: 'C:\\misars\\ai_py\\062\\output_folder\\2024-05-11 H16_M24_S37_NONE.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=24, tm_sec=43, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042300.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=24, tm_sec=44, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042301.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=24, tm_sec=44, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042302.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=24, tm_sec=45, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042303.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=24, tm_sec=46, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042304.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=24, tm_sec=50, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 13] Permission denied: 'C:\\misars\\ai_py\\062\\output_folder\\2024-05-11 H16_M24_S46_NONE.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=24, tm_sec=51, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042306.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=24, tm_sec=52, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042307.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=24, tm_sec=53, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042308.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=25, tm_sec=3, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042311.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=25, tm_sec=4, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042312.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=25, tm_sec=5, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042313.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=25, tm_sec=10, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 13] Permission denied: 'C:\\misars\\ai_py\\062\\output_folder\\2024-05-11 H16_M25_S05_NONE.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=25, tm_sec=10, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042315.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=25, tm_sec=11, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042316.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=25, tm_sec=12, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042317.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=25, tm_sec=13, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042318.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=25, tm_sec=14, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042319.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=25, tm_sec=19, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 13] Permission denied: 'C:\\misars\\ai_py\\062\\output_folder\\2024-05-11 H16_M25_S14_NONE.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=25, tm_sec=20, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042321.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=24, tm_sec=36, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042257.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=24, tm_sec=37, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042258.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=24, tm_sec=42, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 13] Permission denied: 'C:\\misars\\ai_py\\062\\output_folder\\2024-05-11 H16_M24_S37_NONE.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=24, tm_sec=43, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042300.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=24, tm_sec=43, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042301.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=24, tm_sec=44, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042302.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=24, tm_sec=45, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042303.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=24, tm_sec=46, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042304.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=24, tm_sec=50, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 13] Permission denied: 'C:\\misars\\ai_py\\062\\output_folder\\2024-05-11 H16_M24_S46_NONE.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=24, tm_sec=51, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042306.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=24, tm_sec=52, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042307.png'
